ID,URL,City,State,Date,Borrelia general species,Borrelia burgdorferi sensu lato,Borrelia miyamotoi,Borrelia mayonii,Babesia microti,Ehrlichia muris-Like Agent,Anaplasma phagocytophilum,Borrelia lonestari,Rickettsia rickettsii,Rickettsia philipii,Rickettsia parkeri,Francisella tularensis,Ehrlichia chaffeensis,Ehrlichia ewingii,Ehrlichia canis,Bartonella henselae,Babesia duncani,Babesia divergens,Powassan virus general species,"Powassan virus (type 2, DTV)",Heartland virus,Colorado Tick Fever virus,Bourbon virus
55543,https://www.tickreport.com/report/55543,Roanoke,AL,2018-09-13,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55483,https://www.tickreport.com/report/55483,Vestavia,AL,2018-09-10,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
55366,https://www.tickreport.com/report/55366,Huntsville,AL,2018-09-04,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55240,https://www.tickreport.com/report/55240,Jemison,AL,2018-08-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55241,https://www.tickreport.com/report/55241,Jemison,AL,2018-08-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55006,https://www.tickreport.com/report/55006,Stevenson,AL,2018-08-17,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54877,https://www.tickreport.com/report/54877,Birmingham,AL,2018-08-13,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53580,https://www.tickreport.com/report/53580,Columbiana,AL,2018-07-10,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53402,https://www.tickreport.com/report/53402,Prattville,AL,2018-07-07,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52333,https://www.tickreport.com/report/52333,Irondale,AL,2018-06-21,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51227,https://www.tickreport.com/report/51227,Huntsville,AL,2018-06-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50299,https://www.tickreport.com/report/50299,Columbiana,AL,2018-06-04,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50145,https://www.tickreport.com/report/50145,Phenix City,AL,2018-06-04,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49590,https://www.tickreport.com/report/49590,Birmingham,AL,2018-05-31,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49306,https://www.tickreport.com/report/49306,Huntsville,AL,2018-05-30,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47783,https://www.tickreport.com/report/47783,Anderson,AL,2018-05-21,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47683,https://www.tickreport.com/report/47683,Auburn,AL,2018-05-20,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
47669,https://www.tickreport.com/report/47669,Birmingham,AL,2018-05-20,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
47670,https://www.tickreport.com/report/47670,Hoover,AL,2018-05-20,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
47671,https://www.tickreport.com/report/47671,Birmingham,AL,2018-05-20,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
47154,https://www.tickreport.com/report/47154,Birmingham,AL,2018-05-16,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45545,https://www.tickreport.com/report/45545,County Line,AL,2018-05-08,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44927,https://www.tickreport.com/report/44927,Huntsville,AL,2018-05-02,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44067,https://www.tickreport.com/report/44067,Prattville,AL,2018-04-19,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43544,https://www.tickreport.com/report/43544,Oneonta,AL,2018-04-03,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43535,https://www.tickreport.com/report/43535,Oneonta,AL,2018-04-03,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43256,https://www.tickreport.com/report/43256,Tuscaloosa,AL,2018-03-17,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43255,https://www.tickreport.com/report/43255,Tuscaloosa,AL,2018-03-17,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43254,https://www.tickreport.com/report/43254,Tuscaloosa,AL,2018-03-17,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43222,https://www.tickreport.com/report/43222,Somerville,AL,2018-03-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42518,https://www.tickreport.com/report/42518,Mountain Brk,AL,2017-12-29,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False
42304,https://www.tickreport.com/report/42304,Sulligent,AL,2017-12-06,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False
42021,https://www.tickreport.com/report/42021,Montgomery,AL,2017-11-28,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41798,https://www.tickreport.com/report/41798,Lineville,AL,2017-11-22,True,False,False,False,False,False,False,True,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39934,https://www.tickreport.com/report/39934,Tuscaloosa,AL,2017-10-25,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False
38776,https://www.tickreport.com/report/38776,Glencoe,AL,2017-09-12,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False
38221,https://www.tickreport.com/report/38221,Highland Lake,AL,2017-08-07,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37789,https://www.tickreport.com/report/37789,Columbiana,AL,2017-07-25,False,N/A,N/A,N/A,False,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A
34645,https://www.tickreport.com/report/34645,Gadsden,AL,2017-06-11,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
36234,https://www.tickreport.com/report/36234,Fort Payne,AL,2017-06-29,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35142,https://www.tickreport.com/report/35142,Irondale,AL,2017-06-16,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False
35272,https://www.tickreport.com/report/35272,Dadeville,AL,2017-06-18,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34157,https://www.tickreport.com/report/34157,Hueytown,AL,2017-06-06,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33339,https://www.tickreport.com/report/33339,West Blocton,AL,2017-05-30,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31949,https://www.tickreport.com/report/31949,Alex City,AL,2017-05-16,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31924,https://www.tickreport.com/report/31924,Cullman,AL,2017-05-16,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31109,https://www.tickreport.com/report/31109,Coker,AL,2017-05-07,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30133,https://www.tickreport.com/report/30133,Irondale,AL,2017-04-25,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28961,https://www.tickreport.com/report/28961,Madison,AL,2017-04-04,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29043,https://www.tickreport.com/report/29043,Eclectic,AL,2017-04-07,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28787,https://www.tickreport.com/report/28787,Somerville,AL,2017-03-20,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,N/A
28374,https://www.tickreport.com/report/28374,Pisgah,AL,2017-02-21,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,N/A
28205,https://www.tickreport.com/report/28205,Montgomery,AL,2017-01-11,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26986,https://www.tickreport.com/report/26986,Hytop,AL,2016-10-31,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,N/A,False,False,N/A,False,False,False,False,False,N/A
26173,https://www.tickreport.com/report/26173,Somerville,AL,2016-09-14,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,N/A,False,False,False,False,False,N/A
26016,https://www.tickreport.com/report/26016,Cahaba Hts,AL,2016-08-23,False,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25560,https://www.tickreport.com/report/25560,Cropwell,AL,2016-07-19,False,False,N/A,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25518,https://www.tickreport.com/report/25518,Huntsville,AL,2016-07-18,False,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25517,https://www.tickreport.com/report/25517,Huntsville,AL,2016-07-18,False,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24624,https://www.tickreport.com/report/24624,Jasper,AL,2016-06-18,False,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24002,https://www.tickreport.com/report/24002,Jasper,AL,2016-06-03,False,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23169,https://www.tickreport.com/report/23169,Jacksonville,AL,2016-05-16,False,False,False,N/A,False,N/A,N/A,False,False,N/A,N/A,N/A,False,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22893,https://www.tickreport.com/report/22893,"Holte, Denmark",AL,2016-05-10,False,False,False,False,False,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23130,https://www.tickreport.com/report/23130,Birmingham,AL,2016-05-16,False,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22736,https://www.tickreport.com/report/22736,Mountain Brook,AL,2016-05-05,False,False,N/A,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22747,https://www.tickreport.com/report/22747,Auburn,AL,2016-05-05,False,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22039,https://www.tickreport.com/report/22039,Madison,AL,2016-04-13,False,False,False,False,False,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22045,https://www.tickreport.com/report/22045,Jacksonville,AL,2016-04-13,False,False,False,N/A,False,N/A,N/A,False,False,N/A,N/A,False,False,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21420,https://www.tickreport.com/report/21420,Weaver,AL,2016-03-18,N/A,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21080,https://www.tickreport.com/report/21080,Redstone Arsenal,AL,2016-02-13,N/A,False,False,N/A,False,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20534,https://www.tickreport.com/report/20534,Clayton,AL,2015-12-07,N/A,False,False,N/A,False,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18606,https://www.tickreport.com/report/18606,Phenix City,AL,2015-10-03,N/A,False,N/A,N/A,False,N/A,False,False,False,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18488,https://www.tickreport.com/report/18488,Auburn,AL,2015-09-11,N/A,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18342,https://www.tickreport.com/report/18342,Madison,AL,2015-08-23,N/A,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16690,https://www.tickreport.com/report/16690,"SAINT-GERMAIN-EN-LAYE, FRANCE, 78100",AL,2015-06-17,True,False,False,N/A,False,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14876,https://www.tickreport.com/report/14876,Fairhope,AL,2015-05-17,N/A,False,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11271,https://www.tickreport.com/report/11271,Decatur,AL,2014-08-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11290,https://www.tickreport.com/report/11290,Birmingham,AL,2014-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10297,https://www.tickreport.com/report/10297,Pelham,AL,2014-06-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9303,https://www.tickreport.com/report/9303,Auburn,AL,2014-06-06,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4119,https://www.tickreport.com/report/4119,Bessemer,AL,2013-05-07,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42400,https://www.tickreport.com/report/42400,San Carlos,AZ,2017-12-12,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38419,https://www.tickreport.com/report/38419,Scottsdale,AZ,2017-08-16,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37806,https://www.tickreport.com/report/37806,Iron Springs,AZ,2017-07-25,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False
13989,https://www.tickreport.com/report/13989,"Sedona, Hiking In The Red Rocks",AZ,2015-04-29,N/A,False,False,N/A,False,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6099,https://www.tickreport.com/report/6099,Sedona,AZ,2014-02-04,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55183,https://www.tickreport.com/report/55183,Maumelle,AR,2018-08-27,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54764,https://www.tickreport.com/report/54764,Ft Smith,AR,2018-08-08,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,True,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53399,https://www.tickreport.com/report/53399,Maumelle,AR,2018-07-07,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53158,https://www.tickreport.com/report/53158,Garfield,AR,2018-07-03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52230,https://www.tickreport.com/report/52230,Rogers,AR,2018-06-20,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52633,https://www.tickreport.com/report/52633,Perryville,AR,2018-06-25,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52067,https://www.tickreport.com/report/52067,Bella Vista,AR,2018-06-19,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52059,https://www.tickreport.com/report/52059,Des Arc,AR,2018-06-19,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51936,https://www.tickreport.com/report/51936,Little Rock,AR,2018-06-18,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51237,https://www.tickreport.com/report/51237,Roland,AR,2018-06-12,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50927,https://www.tickreport.com/report/50927,Morrilton,AR,2018-06-09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49516,https://www.tickreport.com/report/49516,Hope,AR,2018-05-30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49659,https://www.tickreport.com/report/49659,Roland,AR,2018-05-31,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49678,https://www.tickreport.com/report/49678,Roland,AR,2018-05-31,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49679,https://www.tickreport.com/report/49679,Roland,AR,2018-05-31,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49682,https://www.tickreport.com/report/49682,Roland,AR,2018-05-31,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48989,https://www.tickreport.com/report/48989,Morrilton,AR,2018-05-29,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48672,https://www.tickreport.com/report/48672,Little Rock,AR,2018-05-26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46849,https://www.tickreport.com/report/46849,Pearcy,AR,2018-05-15,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47312,https://www.tickreport.com/report/47312,Ward,AR,2018-05-17,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
48272,https://www.tickreport.com/report/48272,Mt Pleasant,AR,2018-05-23,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46929,https://www.tickreport.com/report/46929,Bentonville,AR,2018-05-15,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45688,https://www.tickreport.com/report/45688,Cabot,AR,2018-05-09,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45302,https://www.tickreport.com/report/45302,Jonesboro,AR,2018-05-07,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44304,https://www.tickreport.com/report/44304,Jacksonville,AR,2018-04-25,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44154,https://www.tickreport.com/report/44154,Harrison,AR,2018-04-22,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
43995,https://www.tickreport.com/report/43995,Hot Springs,AR,2018-04-17,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
43662,https://www.tickreport.com/report/43662,Dardanelle,AR,2018-04-06,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
43280,https://www.tickreport.com/report/43280,Jasper,AR,2018-03-20,False,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,False,False,False,False,False
42198,https://www.tickreport.com/report/42198,Marion,AR,2017-12-04,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40362,https://www.tickreport.com/report/40362,Lead Hill,AR,2017-10-30,False,False,False,False,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38707,https://www.tickreport.com/report/38707,Fayetteville,AR,2017-09-05,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38112,https://www.tickreport.com/report/38112,Rogers,AR,2017-08-03,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37998,https://www.tickreport.com/report/37998,Pine Bluff,AR,2017-07-31,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False
37098,https://www.tickreport.com/report/37098,Little Rock,AR,2017-07-12,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36999,https://www.tickreport.com/report/36999,Eureka Springs,AR,2017-07-11,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36657,https://www.tickreport.com/report/36657,Eureka Springs,AR,2017-07-06,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36548,https://www.tickreport.com/report/36548,Story,AR,2017-07-05,False,False,False,False,False,False,False,False,False,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False
36140,https://www.tickreport.com/report/36140,Fayetteville,AR,2017-06-28,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36224,https://www.tickreport.com/report/36224,Fayetteville,AR,2017-06-29,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36223,https://www.tickreport.com/report/36223,Fayetteville,AR,2017-06-29,False,N/A,N/A,N/A,N/A,N/A,False,False,False,N/A,N/A,False,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
